./test/StreamUtilsTests.java,16,20,102
./test/SystemPropertyUtilsTests.java,18,19,102
./main/MutablePropertySources.java,29,81,101
./main/ListBasedXMLEventReader.java,20,23,100
./test/PropertiesPersisterTests.java,16,19,100
./test/StopWatchTests.java,24,22,100
./test/ToStringCreatorTests.java,20,18,99
./test/SerializableTypeWrapperTests.java,29,20,98
./main/DataSize.java,35,140,97
./main/DefaultValueStyler.java,17,26,96
./main/LimitedDataBufferList.java,23,38,96
./main/MapToMapConverter.java,28,29,95
./test/LinkedMultiValueMapTests.java,19,19,95
./test/ListenableFutureTaskTests.java,18,19,95
./test/SimpleAsyncTaskExecutorTests.java,28,21,95
./main/SpringFactoriesLoader.java,18,61,94
./main/ResourceArrayPropertyEditor.java,21,77,93
./main/XmlValidationModeDetector.java,27,87,93
./test/AnnotationAwareOrderComparatorTests.java,21,19,93
./main/CompoundComparator.java,25,89,92
./main/DomContentHandler.java,25,27,92
./test/AbstractStaxHandlerTests.java,37,19,91
./main/OrderComparator.java,22,118,90
./main/SettableListenableFuture.java,30,68,89
./main/DigestUtils.java,25,71,88
./test/ResourceDecoderTests.java,17,18,88
./main/StaxStreamHandler.java,27,23,87
./test/ClassPathResourceTests.java,27,25,86
./main/CharSequenceEncoder.java,21,33,84
./main/EncodedResource.java,24,79,84
./main/PropertySource.java,33,136,84
./main/StandardMethodMetadata.java,24,45,84
./test/MergedAnnotationCollectorsTests.java,22,20,83
./test/SimpleCommandLinePropertySourceTests.java,24,22,83
./test/TypeUtilsTests.java,24,21,82
./main/DataBuffer.java,36,263,81
./test/PathMatchingResourcePatternResolverTests.java,25,62,80
./main/ByteBufferConverter.java,25,27,79
./main/FutureAdapter.java,22,36,79
./test/AnnotationFilterTests.java,27,20,78
./main/FileSystemUtils.java,13,61,76
./main/SortedProperties.java,21,62,75
./main/StreamConverter.java,20,35,75
./test/StaxSourceTests.java,18,18,75
./main/ResourcePropertySource.java,21,91,74
./test/ByteBufferConverterTests.java,27,21,74
./test/SimpleCommandLineArgsParserTests.java,20,21,74
./test/PatternMatchUtilsTests.java,14,19,73
./test/ResourceEditorTests.java,14,22,73
./test/DefaultValueStylerTests.java,26,20,72
./test/ExceptionDepthComparatorTests.java,21,19,71
./test/AutoPopulatingListTests.java,20,19,69
./test/CompositeIteratorTests.java,12,21,69
./test/PropertyPlaceholderHelperTests.java,24,18,69
./test/SynthesizingMethodParameterTests.java,25,19,68
./main/MergedAnnotations.java,38,373,67
./test/PropertySourceTests.java,14,21,67
./main/ToStringCreator.java,27,97,66
./main/InvertibleComparator.java,19,49,65
./main/MergedAnnotationPredicates.java,28,78,65
./main/ResourceDecoder.java,17,23,65
./main/PropertySourcesPropertyResolver.java,14,42,64
